,head id,head name,tail id,tail name,pathway,link type,relation name,relation value,entry1,entry2,Unnamed: 0
452,cpd:C01172,C01172,hsa:2539,G6PD,hsa00030,ECrel,compound,134,42.0,63.0,
453,hsa:6120,RPE,cpd:C00199,C00199,hsa00030,ECrel,compound,144,53.0,61.0,
454,cpd:C00199,C00199,hsa:5226,PGD,hsa00030,ECrel,compound,144,53.0,61.0,
455,hsa:22934,RPIA,cpd:C00199,C00199,hsa00030,ECrel,compound,144,52.0,61.0,
458,cpd:C00199,C00199,hsa:6120,RPE,hsa00030,ECrel,compound,144,52.0,53.0,
459,hsa:7086,TKT,cpd:C00117,C00117,hsa00030,ECrel,compound,123,51.0,52.0,
460,cpd:C00117,C00117,hsa:22934,RPIA,hsa00030,ECrel,compound,123,51.0,52.0,
461,hsa:64080,RBKS,cpd:C00117,C00117,hsa00030,ECrel,compound,123,50.0,52.0,
463,hsa:55276,PGM2,cpd:C00117,C00117,hsa00030,ECrel,compound,123,49.0,52.0,
465,hsa:22934,RPIA,cpd:C00117,C00117,hsa00030,ECrel,compound,123,52.0,83.0,
466,cpd:C00117,C00117,hsa:5236,PGM1,hsa00030,ECrel,compound,123,52.0,83.0,
467,hsa:221823,PRPS1L1,cpd:C00117,C00117,hsa00030,ECrel,compound,123,48.0,52.0,
470,cpd:C00117,C00117,hsa:7086,TKT,hsa00030,ECrel,compound,123,50.0,51.0,
478,cpd:C00117,C00117,hsa:64080,RBKS,hsa00030,ECrel,compound,123,49.0,50.0,
484,cpd:C00117,C00117,hsa:55276,PGM2,hsa00030,ECrel,compound,123,48.0,49.0,
487,hsa:7086,TKT,cpd:C05382,C05382,hsa00030,ECrel,compound,129,51.0,82.0,
488,cpd:C05382,C05382,hsa:6888,TALDO1,hsa00030,ECrel,compound,129,51.0,82.0,
489,hsa:7086,TKT,cpd:C00279,C00279,hsa00030,ECrel,compound,127,54.0,82.0,
490,cpd:C00279,C00279,hsa:6888,TALDO1,hsa00030,ECrel,compound,127,54.0,82.0,
491,hsa:7086,TKT,cpd:C05345,C05345,hsa00030,ECrel,compound,137,54.0,58.0,
492,cpd:C05345,C05345,hsa:2821,GPI,hsa00030,ECrel,compound,137,54.0,58.0,
493,hsa:5211,PFKL,cpd:C05345,C05345,hsa00030,ECrel,compound,137,56.0,58.0,
495,hsa:2203,FBP1,cpd:C05345,C05345,hsa00030,ECrel,compound,137,57.0,58.0,
498,cpd:C05345,C05345,hsa:5211,PFKL,hsa00030,ECrel,compound,137,54.0,56.0,
500,cpd:C05345,C05345,hsa:2203,FBP1,hsa00030,ECrel,compound,137,54.0,57.0,
501,hsa:226,ALDOA,cpd:C05378,C05378,hsa00030,ECrel,compound,133,55.0,56.0,
502,cpd:C05378,C05378,hsa:5211,PFKL,hsa00030,ECrel,compound,133,55.0,56.0,
504,cpd:C05378,C05378,hsa:2203,FBP1,hsa00030,ECrel,compound,133,55.0,57.0,
505,hsa:7086,TKT,cpd:C00118,C00118,hsa00030,ECrel,compound,132,54.0,55.0,
506,cpd:C00118,C00118,hsa:226,ALDOA,hsa00030,ECrel,compound,132,54.0,55.0,
507,hsa:51071,DERA,cpd:C00118,C00118,hsa00030,ECrel,compound,132,47.0,55.0,
510,cpd:C00118,C00118,hsa:7086,TKT,hsa00030,ECrel,compound,132,47.0,54.0,
511,hsa:64080,RBKS,cpd:C00673,C00673,hsa00030,ECrel,compound,131,45.0,47.0,
512,cpd:C00673,C00673,hsa:51071,DERA,hsa00030,ECrel,compound,131,45.0,47.0,
513,hsa:55276,PGM2,cpd:C00673,C00673,hsa00030,ECrel,compound,131,46.0,47.0,
516,cpd:C00673,C00673,hsa:55276,PGM2,hsa00030,ECrel,compound,131,45.0,46.0,
517,hsa:2821,GPI,cpd:C00668,C00668,hsa00030,maplink,compound,112,42.0,74.0,
518,cpd:C00668,C00668,path:hsa00010,Glycolysis / Gluconeogenesis,hsa00030,maplink,compound,112,42.0,74.0,
521,hsa:221823,PRPS1L1,cpd:C00119,C00119,hsa00030,maplink,compound,124,48.0,76.0,
522,cpd:C00119,C00119,path:hsa00230,Purine metabolism,hsa00030,maplink,compound,124,48.0,76.0,
524,cpd:C00119,C00119,path:hsa00340,Histidine metabolism,hsa00030,maplink,compound,124,48.0,79.0,
526,cpd:C00119,C00119,path:hsa00240,Pyrimidine metabolism,hsa00030,maplink,compound,124,48.0,78.0,
527,path:hsa00230,Purine metabolism,cpd:C00119,C00119,hsa00030,maplink,compound,124,76.0,79.0,
531,path:hsa00240,Pyrimidine metabolism,cpd:C00119,C00119,hsa00030,maplink,compound,124,78.0,79.0,
533,hsa:226,ALDOA,cpd:C00118,C00118,hsa00030,maplink,compound,132,55.0,74.0,
534,cpd:C00118,C00118,path:hsa00010,Glycolysis / Gluconeogenesis,hsa00030,maplink,compound,132,55.0,74.0,
539,hsa:132158,GLYCTK,cpd:C00631,C00631,hsa00030,maplink,compound,141,98.0,44.0,
540,cpd:C00631,C00631,path:hsa00010,Glycolysis / Gluconeogenesis,hsa00030,maplink,compound,141,98.0,44.0,
542,cpd:C05345,C05345,hsa:6888,TALDO1,hsa00030,ECrel,compound,137,57.0,82.0,
547,hsa:2821,GPI,cpd:C05345,C05345,hsa00030,ECrel,compound,137,58.0,82.0,
549,hsa:7086,TKT,cpd:C00231,C00231,hsa00030,ECrel,compound,142,54.0,53.0,
550,cpd:C00231,C00231,hsa:6120,RPE,hsa00030,ECrel,compound,142,54.0,53.0,
551,hsa:6120,RPE,cpd:C00231,C00231,hsa00030,ECrel,compound,142,53.0,51.0,
552,cpd:C00231,C00231,hsa:7086,TKT,hsa00030,ECrel,compound,142,53.0,51.0,
556,cpd:C00118,C00118,hsa:6888,TALDO1,hsa00030,ECrel,compound,132,55.0,82.0,
561,path:hsa00010,Glycolysis / Gluconeogenesis,cpd:C00118,C00118,hsa00030,maplink,compound,132,74.0,51.0,
567,hsa:6888,TALDO1,cpd:C00118,C00118,hsa00030,ECrel,compound,132,82.0,54.0,
570,cpd:C00345,C00345,hsa:9563,H6PD,hsa00030,ECrel,compound,119,62.0,110.0,
571,hsa:9563,H6PD,cpd:C00345,C00345,hsa00030,ECrel,compound,119,110.0,67.0,
574,cpd:C00345,C00345,hsa:5226,PGD,hsa00030,ECrel,compound,119,110.0,61.0,
576,cpd:C01172,C01172,hsa:9563,H6PD,hsa00030,ECrel,compound,134,42.0,110.0,
577,hsa:2539,G6PD,cpd:C01172,C01172,hsa00030,ECrel,compound,134,63.0,110.0,
579,hsa:5226,PGD,cpd:C00199,C00199,hsa00030,maplink,compound,144,61.0,75.0,
580,cpd:C00199,C00199,path:hsa00040,Pentose and glucuronate interconversions,hsa00030,maplink,compound,144,61.0,75.0,
586,cpd:C01172,C01172,path:hsa00010,Glycolysis / Gluconeogenesis,hsa00030,maplink,compound,134,63.0,74.0,
605,hsa:2539,G6PD,cpd:C01236,C01236,hsa00030,ECrel,compound,135,176.0,62.0,
606,cpd:C01236,C01236,hsa:25796,PGLS,hsa00030,ECrel,compound,135,176.0,62.0,
609,hsa:9563,H6PD,cpd:C01172,C01172,hsa00030,maplink,compound,134,110.0,74.0,
611,path:hsa00750,Vitamin B6 metabolism,cpd:C00279,C00279,hsa00030,maplink,compound,127,180.0,82.0,
614,cpd:C00279,C00279,hsa:7086,TKT,hsa00030,maplink,compound,127,180.0,54.0,
615,path:hsa00750,Vitamin B6 metabolism,cpd:C00117,C00117,hsa00030,maplink,compound,123,180.0,52.0,
624,cpd:C00117,C00117,hsa:221823,PRPS1L1,hsa00030,maplink,compound,123,180.0,48.0,
628,cpd:C01801,cpd:C01801,cpd:C00673,cpd:C00673,hsa00030,reaction,rn:R02750,reversible,130.0,131.0,1.0
629,cpd:C00672,cpd:C00672,cpd:C00673,cpd:C00673,hsa00030,reaction,rn:R02749,reversible,138.0,131.0,2.0
630,cpd:C00673,cpd:C00673,cpd:C00118,cpd:C00118,hsa00030,reaction,rn:R01066,reversible,131.0,132.0,3.0
631,cpd:C00117,cpd:C00117,cpd:C00119,cpd:C00119,hsa00030,reaction,rn:R01049,reversible,123.0,124.0,4.0
632,cpd:C00620,cpd:C00620,cpd:C00117,cpd:C00117,hsa00030,reaction,rn:R01057,reversible,125.0,123.0,5.0
633,cpd:C00121,cpd:C00121,cpd:C00117,cpd:C00117,hsa00030,reaction,rn:R01051,reversible,126.0,123.0,6.0
634,cpd:C05382,cpd:C05382,cpd:C00117,cpd:C00117,hsa00030,reaction,rn:R01641,reversible,129.0,123.0,7.0
635,cpd:C05382,cpd:C05382,cpd:C00231,cpd:C00231,hsa00030,reaction,rn:R01641,reversible,129.0,142.0,8.0
636,cpd:C00118,cpd:C00118,cpd:C00117,cpd:C00117,hsa00030,reaction,rn:R01641,reversible,132.0,123.0,9.0
637,cpd:C00118,cpd:C00118,cpd:C00231,cpd:C00231,hsa00030,reaction,rn:R01641,reversible,132.0,142.0,10.0
638,cpd:C00117,cpd:C00117,cpd:C00199,cpd:C00199,hsa00030,reaction,rn:R01056,reversible,123.0,144.0,11.0
639,cpd:C00199,cpd:C00199,cpd:C00231,cpd:C00231,hsa00030,reaction,rn:R01529,reversible,144.0,142.0,12.0
640,cpd:C05345,cpd:C05345,cpd:C00279,cpd:C00279,hsa00030,reaction,rn:R01830,reversible,137.0,127.0,13.0
641,cpd:C05345,cpd:C05345,cpd:C00231,cpd:C00231,hsa00030,reaction,rn:R01830,reversible,137.0,142.0,14.0
642,cpd:C00118,cpd:C00118,cpd:C00279,cpd:C00279,hsa00030,reaction,rn:R01830,reversible,132.0,127.0,15.0
643,cpd:C00118,cpd:C00118,cpd:C00231,cpd:C00231,hsa00030,reaction,rn:R01830,reversible,132.0,142.0,16.0
648,cpd:C00345,cpd:C00345,cpd:C00199,cpd:C00199,hsa00030,reaction,rn:R01528,irreversible,119.0,144.0,21.0
649,cpd:C01236,cpd:C01236,cpd:C00345,cpd:C00345,hsa00030,reaction,rn:R02035,irreversible,135.0,119.0,22.0
650,cpd:C01172,cpd:C01172,cpd:C01236,cpd:C01236,hsa00030,reaction,rn:R02736,irreversible,134.0,135.0,23.0
651,cpd:C00257,cpd:C00257,cpd:C00345,cpd:C00345,hsa00030,reaction,rn:R01737,irreversible,115.0,119.0,24.0
652,cpd:C00198,cpd:C00198,cpd:C00257,cpd:C00257,hsa00030,reaction,rn:R01519,irreversible,116.0,115.0,25.0
653,cpd:C05382,cpd:C05382,cpd:C00279,cpd:C00279,hsa00030,reaction,rn:R01827,reversible,129.0,127.0,26.0
654,cpd:C05382,cpd:C05382,cpd:C05345,cpd:C05345,hsa00030,reaction,rn:R01827,reversible,129.0,137.0,27.0
655,cpd:C00118,cpd:C00118,cpd:C00279,cpd:C00279,hsa00030,reaction,rn:R01827,reversible,132.0,127.0,28.0
656,cpd:C00118,cpd:C00118,cpd:C05345,cpd:C05345,hsa00030,reaction,rn:R01827,reversible,132.0,137.0,29.0
658,cpd:C00258,cpd:C00258,cpd:C00631,cpd:C00631,hsa00030,reaction,rn:R08572,irreversible,140.0,141.0,31.0
659,cpd:C00345,cpd:C00345,cpd:C00199,cpd:C00199,hsa00030,reaction,rn:R10221,irreversible,119.0,144.0,32.0
660,cpd:C01172,cpd:C01172,cpd:C01236,cpd:C01236,hsa00030,reaction,rn:R02736 rn:R10907,irreversible,134.0,135.0,33.0
661,hsa:2990,GUSB,cpd:C03033,C03033,hsa00040,ECrel,compound,70,71.0,101.0,
662,cpd:C03033,C03033,hsa:10720,UGT2B11...,hsa00040,ECrel,compound,70,71.0,101.0,
663,hsa:10720,UGT2B11...,cpd:C00167,C00167,hsa00040,ECrel,compound,140,101.0,102.0,
664,cpd:C00167,C00167,hsa:7358,UGDH,hsa00040,ECrel,compound,140,101.0,102.0,
665,hsa:7360,UGP2,cpd:C00029,C00029,hsa00040,ECrel,compound,141,100.0,102.0,
666,cpd:C00029,C00029,hsa:7358,UGDH,hsa00040,ECrel,compound,141,100.0,102.0,
667,hsa:6120,RPE,cpd:C00231,C00231,hsa00040,ECrel,compound,153,78.0,84.0,
668,cpd:C00231,C00231,hsa:9942,XYLB,hsa00040,ECrel,compound,153,78.0,84.0,
669,hsa:51181,DCXR,cpd:C00379,C00379,hsa00040,ECrel,compound,144,95.0,96.0,
670,cpd:C00379,C00379,hsa:231,AKR1B1,hsa00040,ECrel,compound,144,95.0,96.0,
671,hsa:55277,FGGY,cpd:C00199,C00199,hsa00040,ECrel,compound,155,76.0,78.0,
672,cpd:C00199,C00199,hsa:6120,RPE,hsa00040,ECrel,compound,155,76.0,78.0,
673,hsa:2990,GUSB,cpd:C00191,C00191,hsa00040,maplink,compound,217,71.0,113.0,
674,cpd:C00191,C00191,path:hsa00562,Inositol phosphate metabolism,hsa00040,maplink,compound,217,71.0,113.0,
676,cpd:C00191,C00191,path:hsa00053,Ascorbate and aldarate metabolism,hsa00040,maplink,compound,217,71.0,114.0,
677,path:hsa00562,Inositol phosphate metabolism,cpd:C00191,C00191,hsa00040,maplink,compound,217,113.0,114.0,
679,hsa:7358,UGDH,cpd:C00029,C00029,hsa00040,maplink,compound,141,102.0,117.0,
680,cpd:C00029,C00029,path:hsa00052,Galactose metabolism,hsa00040,maplink,compound,141,102.0,117.0,
683,hsa:7360,UGP2,cpd:C00103,C00103,hsa00040,maplink,compound,134,100.0,112.0,
684,cpd:C00103,C00103,path:hsa00010,Glycolysis / Gluconeogenesis,hsa00040,maplink,compound,134,100.0,112.0,
685,hsa:231,AKR1B1,cpd:C00259,C00259,hsa00040,maplink,compound,162,93.0,114.0,
686,cpd:C00259,C00259,path:hsa00053,Ascorbate and aldarate metabolism,hsa00040,maplink,compound,162,93.0,114.0,
687,hsa:231,AKR1B1,cpd:C00181,C00181,hsa00040,maplink,compound,145,96.0,119.0,
688,cpd:C00181,C00181,path:hsa00500,Starch and sucrose metabolism,hsa00040,maplink,compound,145,96.0,119.0,
689,hsa:6120,RPE,cpd:C00199,C00199,hsa00040,maplink,compound,155,78.0,116.0,
690,cpd:C00199,C00199,path:hsa00030,Pentose phosphate pathway,hsa00040,maplink,compound,155,78.0,116.0,
693,hsa:51084,CRYL1,cpd:C00800,C00800,hsa00040,maplink,compound,138,99.0,114.0,
694,cpd:C00800,C00800,path:hsa00053,Ascorbate and aldarate metabolism,hsa00040,maplink,compound,138,99.0,114.0,
695,path:hsa00520,Amino sugar and nucleotide sugar metabolism,cpd:C00191,C00191,hsa00040,maplink,compound,217,118.0,114.0,
698,cpd:C00191,C00191,hsa:2990,GUSB,hsa00040,maplink,compound,217,118.0,71.0,
701,path:hsa00520,Amino sugar and nucleotide sugar metabolism,cpd:C00259,C00259,hsa00040,maplink,compound,162,118.0,114.0,
704,cpd:C00259,C00259,hsa:231,AKR1B1,hsa00040,maplink,compound,162,118.0,93.0,
705,hsa:27294,DHDH,cpd:C00181,C00181,hsa00040,ECrel,compound,145,193.0,96.0,
706,cpd:C00181,C00181,hsa:231,AKR1B1,hsa00040,ECrel,compound,145,193.0,96.0,
710,cpd:C00191,C00191,hsa:10327,AKR1A1,hsa00040,ECrel,compound,217,71.0,216.0,
713,hsa:10327,AKR1A1,cpd:C00191,C00191,hsa00040,maplink,compound,217,216.0,118.0,
714,cpd:C00191,C00191,path:hsa00520,Amino sugar and nucleotide sugar metabolism,hsa00040,maplink,compound,217,216.0,118.0,
717,hsa:231,AKR1B1,cpd:C00379,C00379,hsa00040,ECrel,compound,144,96.0,215.0,
718,cpd:C00379,C00379,hsa:6652,SORD,hsa00040,ECrel,compound,144,96.0,215.0,
719,hsa:6652,SORD,cpd:C00379,C00379,hsa00040,ECrel,compound,144,215.0,95.0,
720,cpd:C00379,C00379,hsa:51181,DCXR,hsa00040,ECrel,compound,144,215.0,95.0,
721,hsa:10327,AKR1A1,cpd:C00800,C00800,hsa00040,ECrel,compound,138,216.0,99.0,
722,cpd:C00800,C00800,hsa:51084,CRYL1,hsa00040,ECrel,compound,138,216.0,99.0,
725,cpd:C03033,cpd:C03033,cpd:C00191,cpd:C00191,hsa00040,reaction,rn:R01478,irreversible,70.0,217.0,0.0
726,cpd:C00309,cpd:C00309,cpd:C00199,cpd:C00199,hsa00040,reaction,rn:R01526,reversible,151.0,155.0,1.0
728,cpd:C01068,cpd:C01068,cpd:C00789,cpd:C00789,hsa00040,reaction,rn:R02921,reversible,146.0,147.0,3.0
729,cpd:C00310,cpd:C00310,cpd:C00231,cpd:C00231,hsa00040,reaction,rn:R01639,reversible,154.0,153.0,4.0
730,cpd:C00532,cpd:C00532,cpd:C00259,cpd:C00259,hsa00040,reaction,rn:R01758 rn:R01759,reversible,158.0,162.0,5.0
731,cpd:C00379,cpd:C00379,cpd:C00312,cpd:C00312,hsa00040,reaction,rn:R01904,reversible,144.0,142.0,6.0
732,cpd:C00379,cpd:C00379,cpd:C00181,cpd:C00181,hsa00040,reaction,rn:R01431,reversible,144.0,145.0,7.0
733,cpd:C00800,cpd:C00800,cpd:C00618,cpd:C00618,hsa00040,reaction,rn:R02640,reversible,138.0,164.0,8.0
734,cpd:C00103,cpd:C00103,cpd:C00029,cpd:C00029,hsa00040,reaction,rn:R00289,irreversible,134.0,141.0,9.0
735,cpd:C00167,cpd:C00167,cpd:C03033,cpd:C03033,hsa00040,reaction,rn:R01383,reversible,140.0,70.0,10.0
736,cpd:C00029,cpd:C00029,cpd:C00167,cpd:C00167,hsa00040,reaction,rn:R00286,reversible,141.0,140.0,11.0
737,cpd:C00181,cpd:C00181,cpd:C02266,cpd:C02266,hsa00040,reaction,rn:R01430,irreversible,145.0,143.0,12.0
738,cpd:C00379,cpd:C00379,cpd:C00310,cpd:C00310,hsa00040,reaction,rn:R01896,reversible,144.0,154.0,13.0
739,cpd:C00800,cpd:C00800,cpd:C00191,cpd:C00191,hsa00040,reaction,rn:R01481,reversible,138.0,217.0,14.0
740,hsa:231,AKR1B1,cpd:C00794,C00794,hsa00051,ECrel,compound,162,63.0,64.0,
741,cpd:C00794,C00794,hsa:6652,SORD,hsa00051,ECrel,compound,162,63.0,64.0,
742,hsa:6652,SORD,cpd:C00095,C00095,hsa00051,ECrel,compound,161,64.0,66.0,
743,cpd:C00095,C00095,hsa:3795,KHK,hsa00051,ECrel,compound,161,64.0,66.0,
745,cpd:C00095,C00095,hsa:3098,HK1,hsa00051,ECrel,compound,161,64.0,79.0,
746,hsa:3795,KHK,cpd:C00095,C00095,hsa00051,ECrel,compound,161,66.0,79.0,
748,hsa:5207,PFKFB1,cpd:C05345,C05345,hsa00051,ECrel,compound,149,81.0,94.0,
749,cpd:C05345,C05345,hsa:5211,PFKL,hsa00051,ECrel,compound,149,81.0,94.0,
751,cpd:C05345,C05345,hsa:2203,FBP1,hsa00051,ECrel,compound,149,81.0,111.0,
753,cpd:C05345,C05345,hsa:4351,MPI,hsa00051,ECrel,compound,149,81.0,84.0,
754,hsa:3098,HK1,cpd:C05345,C05345,hsa00051,ECrel,compound,149,79.0,81.0,
755,cpd:C05345,C05345,hsa:5207,PFKFB1,hsa00051,ECrel,compound,149,79.0,81.0,
756,hsa:4351,MPI,cpd:C05345,C05345,hsa00051,ECrel,compound,149,84.0,94.0,
766,hsa:226,ALDOA,cpd:C05378,C05378,hsa00051,ECrel,compound,164,102.0,111.0,
767,cpd:C05378,C05378,hsa:2203,FBP1,hsa00051,ECrel,compound,164,102.0,111.0,
768,hsa:5211,PFKL,cpd:C05378,C05378,hsa00051,ECrel,compound,164,94.0,102.0,
769,cpd:C05378,C05378,hsa:226,ALDOA,hsa00051,ECrel,compound,164,94.0,102.0,
770,hsa:4351,MPI,cpd:C00275,C00275,hsa00051,ECrel,compound,129,84.0,85.0,
771,cpd:C00275,C00275,hsa:5372,PMM1,hsa00051,ECrel,compound,129,84.0,85.0,
772,hsa:3098,HK1,cpd:C00275,C00275,hsa00051,ECrel,compound,129,76.0,84.0,
773,cpd:C00275,C00275,hsa:4351,MPI,hsa00051,ECrel,compound,129,76.0,84.0,
776,hsa:5372,PMM1,cpd:C00636,C00636,hsa00051,ECrel,compound,163,85.0,90.0,
777,cpd:C00636,C00636,hsa:29925,GMPPB,hsa00051,ECrel,compound,163,85.0,90.0,
778,hsa:2762,GMDS,cpd:C00096,C00096,hsa00051,ECrel,compound,148,89.0,90.0,
779,cpd:C00096,C00096,hsa:29925,GMPPB,hsa00051,ECrel,compound,148,89.0,90.0,
780,hsa:7264,GFUS,cpd:C01222,C01222,hsa00051,ECrel,compound,151,88.0,89.0,
781,cpd:C01222,C01222,hsa:2762,GMDS,hsa00051,ECrel,compound,151,88.0,89.0,
782,hsa:8790,FPGT,cpd:C00325,C00325,hsa00051,ECrel,compound,138,87.0,88.0,
783,cpd:C00325,C00325,hsa:7264,GFUS,hsa00051,ECrel,compound,138,87.0,88.0,
784,hsa:8790,FPGT,cpd:C02985,C02985,hsa00051,ECrel,compound,152,87.0,123.0,
785,cpd:C02985,C02985,hsa:197258,FCSK,hsa00051,ECrel,compound,152,87.0,123.0,
786,hsa:7167,TPI1,cpd:C00111,C00111,hsa00051,ECrel,compound,175,99.0,100.0,
787,cpd:C00111,C00111,hsa:226,ALDOA,hsa00051,ECrel,compound,175,99.0,100.0,
788,hsa:226,ALDOA,cpd:C00577,C00577,hsa00051,ECrel,compound,140,100.0,101.0,
789,cpd:C00577,C00577,hsa:26007,TKFC,hsa00051,ECrel,compound,140,100.0,101.0,
790,hsa:26007,TKFC,cpd:C00118,C00118,hsa00051,ECrel,compound,147,101.0,102.0,
791,cpd:C00118,C00118,hsa:226,ALDOA,hsa00051,ECrel,compound,147,101.0,102.0,
792,hsa:7167,TPI1,cpd:C00118,C00118,hsa00051,ECrel,compound,147,99.0,102.0,
795,cpd:C00118,C00118,hsa:26007,TKFC,hsa00051,ECrel,compound,147,99.0,101.0,
796,hsa:3795,KHK,cpd:C01094,C01094,hsa00051,ECrel,compound,127,66.0,100.0,
797,cpd:C01094,C01094,hsa:226,ALDOA,hsa00051,ECrel,compound,127,66.0,100.0,
799,cpd:C00096,C00096,path:hsa00510,N-Glycan biosynthesis,hsa00051,maplink,compound,148,89.0,186.0,
800,path:hsa00510,N-Glycan biosynthesis,cpd:C00096,C00096,hsa00051,maplink,compound,148,186.0,90.0,
802,path:hsa00520,Amino sugar and nucleotide sugar metabolism,cpd:C00095,C00095,hsa00051,maplink,compound,161,113.0,66.0,
805,cpd:C00095,C00095,hsa:6652,SORD,hsa00051,maplink,compound,161,113.0,64.0,
808,path:hsa00520,Amino sugar and nucleotide sugar metabolism,cpd:C00159,C00159,hsa00051,maplink,compound,128,113.0,76.0,
809,cpd:C00159,C00159,hsa:3098,HK1,hsa00051,maplink,compound,128,113.0,76.0,
810,path:hsa00520,Amino sugar and nucleotide sugar metabolism,cpd:C01019,C01019,hsa00051,maplink,compound,167,113.0,123.0,
811,cpd:C01019,C01019,hsa:197258,FCSK,hsa00051,maplink,compound,167,113.0,123.0,
813,cpd:C05345,C05345,path:hsa00010,Glycolysis / Gluconeogenesis,hsa00051,maplink,compound,149,81.0,103.0,
818,hsa:2203,FBP1,cpd:C05345,C05345,hsa00051,maplink,compound,149,111.0,103.0,
820,hsa:5211,PFKL,cpd:C05345,C05345,hsa00051,maplink,compound,149,94.0,103.0,
822,path:hsa00052,Galactose metabolism,cpd:C00267,C00267,hsa00051,maplink,compound,126,61.0,63.0,
823,cpd:C00267,C00267,hsa:231,AKR1B1,hsa00051,maplink,compound,126,61.0,63.0,
824,path:hsa00010,Glycolysis / Gluconeogenesis,cpd:C00118,C00118,hsa00051,maplink,compound,147,218.0,102.0,
827,cpd:C00118,C00118,hsa:7167,TPI1,hsa00051,maplink,compound,147,218.0,99.0,
831,cpd:C00096,C00096,path:hsa00053,Ascorbate and aldarate metabolism,hsa00051,maplink,compound,148,186.0,239.0,
832,path:hsa00053,Ascorbate and aldarate metabolism,cpd:C00096,C00096,hsa00051,maplink,compound,148,239.0,90.0,
835,cpd:C00096,C00096,hsa:2762,GMDS,hsa00051,maplink,compound,148,239.0,89.0,
836,cpd:C00794,cpd:C00794,cpd:C00267,cpd:C00267,hsa00051,reaction,rn:R01787,reversible,162.0,126.0,0.0
837,cpd:C00794,cpd:C00794,cpd:C00095,cpd:C00095,hsa00051,reaction,rn:R00875,reversible,162.0,161.0,1.0
838,cpd:C00095,cpd:C00095,cpd:C01094,cpd:C01094,hsa00051,reaction,rn:R00866,irreversible,161.0,127.0,2.0
839,cpd:C00159,cpd:C00159,cpd:C00275,cpd:C00275,hsa00051,reaction,rn:R01326,irreversible,128.0,129.0,3.0
840,cpd:C00095,cpd:C00095,cpd:C05345,cpd:C05345,hsa00051,reaction,rn:R00867,irreversible,161.0,149.0,4.0
841,cpd:C00665,cpd:C00665,cpd:C05345,cpd:C05345,hsa00051,reaction,rn:R02731,irreversible,133.0,149.0,5.0
842,cpd:C00275,cpd:C00275,cpd:C05345,cpd:C05345,hsa00051,reaction,rn:R01819,reversible,129.0,149.0,6.0
843,cpd:C00275,cpd:C00275,cpd:C00636,cpd:C00636,hsa00051,reaction,rn:R01818,reversible,129.0,163.0,7.0
844,cpd:C02985,cpd:C02985,cpd:C00325,cpd:C00325,hsa00051,reaction,rn:R01951,reversible,152.0,138.0,8.0
845,cpd:C01222,cpd:C01222,cpd:C00325,cpd:C00325,hsa00051,reaction,rn:R05692,irreversible,151.0,138.0,9.0
846,cpd:C00096,cpd:C00096,cpd:C01222,cpd:C01222,hsa00051,reaction,rn:R00888,irreversible,148.0,151.0,10.0
847,cpd:C00636,cpd:C00636,cpd:C00096,cpd:C00096,hsa00051,reaction,rn:R00885,irreversible,163.0,148.0,11.0
850,cpd:C01094,cpd:C01094,cpd:C00577,cpd:C00577,hsa00051,reaction,rn:R02568,reversible,127.0,140.0,14.0
851,cpd:C01094,cpd:C01094,cpd:C00111,cpd:C00111,hsa00051,reaction,rn:R02568,reversible,127.0,175.0,15.0
852,cpd:C00577,cpd:C00577,cpd:C00118,cpd:C00118,hsa00051,reaction,rn:R01059,irreversible,140.0,147.0,16.0
855,cpd:C01019,cpd:C01019,cpd:C02985,cpd:C02985,hsa00051,reaction,rn:R03161,irreversible,167.0,152.0,19.0
856,cpd:C01720,cpd:C01720,cpd:C03827,cpd:C03827,hsa00051,reaction,rn:R03688,irreversible,204.0,206.0,20.0
857,hsa:2717,GLA,cpd:C00124,C00124,hsa00052,ECrel,compound,125,74.0,77.0,
858,cpd:C00124,C00124,hsa:3938,LCT,hsa00052,ECrel,compound,125,74.0,77.0,
859,hsa:2645,GCK,cpd:C00267,C00267,hsa00052,ECrel,compound,162,75.0,77.0,
860,cpd:C00267,C00267,hsa:3938,LCT,hsa00052,ECrel,compound,162,75.0,77.0,
861,hsa:3098,HK1,cpd:C00267,C00267,hsa00052,ECrel,compound,162,76.0,77.0,
863,hsa:3938,LCT,cpd:C00267,C00267,hsa00052,ECrel,compound,162,77.0,101.0,
864,cpd:C00267,C00267,hsa:2538,G6PC1,hsa00052,ECrel,compound,162,77.0,101.0,
866,cpd:C00267,C00267,hsa:2720,GLB1,hsa00052,ECrel,compound,162,75.0,78.0,
869,hsa:2720,GLB1,cpd:C00267,C00267,hsa00052,ECrel,compound,162,78.0,101.0,
871,hsa:5236,PGM1,cpd:C00103,C00103,hsa00052,ECrel,compound,127,79.0,82.0,
872,cpd:C00103,C00103,hsa:7360,UGP2,hsa00052,ECrel,compound,127,79.0,82.0,
873,hsa:2582,GALE,cpd:C00029,C00029,hsa00052,ECrel,compound,128,81.0,82.0,
874,cpd:C00029,C00029,hsa:7360,UGP2,hsa00052,ECrel,compound,128,81.0,82.0,
875,hsa:7360,UGP2,cpd:C00103,C00103,hsa00052,ECrel,compound,127,82.0,84.0,
876,cpd:C00103,C00103,hsa:2592,GALT,hsa00052,ECrel,compound,127,82.0,84.0,
